@relation auto-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute normalized-losses {'\'(-inf-75.5]\'','\'(75.5-92]\'','\'(92-96.5]\'','\'(96.5-116.5]\'','\'(116.5-131.5]\'','\'(131.5-139.5]\'','\'(139.5-inf)\''}
@attribute make {alfa-romero,audi,bmw,chevrolet,dodge,honda,isuzu,jaguar,mazda,mercedes-benz,mercury,mitsubishi,nissan,peugot,plymouth,porsche,renault,saab,subaru,toyota,volkswagen,volvo}
@attribute fuel-type {diesel,gas}
@attribute aspiration {std,turbo}
@attribute num-of-doors {four,two}
@attribute body-style {hardtop,wagon,sedan,hatchback,convertible}
@attribute drive-wheels {4wd,fwd,rwd}
@attribute engine-location {front,rear}
@attribute wheel-base {'\'(-inf-88.5]\'','\'(88.5-92.15]\'','\'(92.15-95.2]\'','\'(95.2-95.5]\'','\'(95.5-97.25]\'','\'(97.25-100.1]\'','\'(100.1-inf)\''}
@attribute length {'\'(-inf-168.75]\'','\'(168.75-169.05]\'','\'(169.05-172.8]\'','\'(172.8-173.3]\'','\'(173.3-175.5]\'','\'(175.5-175.65]\'','\'(175.65-177.55]\'','\'(177.55-179.35]\'','\'(179.35-187.65]\'','\'(187.65-188.9]\'','\'(188.9-inf)\''}
@attribute width {'\'(-inf-64.3]\'','\'(64.3-66.75]\'','\'(66.75-inf)\''}
@attribute height {'\'(-inf-50.35]\'','\'(50.35-52.45]\'','\'(52.45-54.85]\'','\'(54.85-55.55]\'','\'(55.55-56.15]\'','\'(56.15-56.25]\'','\'(56.25-inf)\''}
@attribute curb-weight {'\'(-inf-2216.5]\'','\'(2216.5-inf)\''}
@attribute engine-type {dohc,dohcv,l,ohc,ohcf,ohcv,rotor}
@attribute num-of-cylinders {eight,five,four,six,three,twelve,two}
@attribute engine-size {'\'(-inf-85]\'','\'(85-105.5]\'','\'(105.5-inf)\''}
@attribute fuel-system {1bbl,2bbl,4bbl,idi,mfi,mpfi,spdi,spfi}
@attribute bore {'\'(-inf-3.255]\'','\'(3.255-inf)\''}
@attribute stroke {'\'All\''}
@attribute compression-ratio {'\'All\''}
@attribute horsepower {'\'(-inf-87]\'','\'(87-inf)\''}
@attribute peak-rpm {'\'All\''}
@attribute city-mpg {'\'(-inf-30.5]\'','\'(30.5-inf)\''}
@attribute highway-mpg {'\'(-inf-29.5]\'','\'(29.5-inf)\''}
@attribute price {'\'(-inf-8497]\'','\'(8497-inf)\''}
@attribute class {-3,-2,-1,0,1,2,3}

@data
'\'(116.5-131.5]\'',mitsubishi,gas,turbo,four,sedan,fwd,front,'\'(95.5-97.25]\'','\'(169.05-172.8]\'','\'(64.3-66.75]\'','\'(50.35-52.45]\'','\'(2216.5-inf)\'',ohc,four,'\'(105.5-inf)\'',spdi,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(8497-inf)\'',1
'\'(96.5-116.5]\'',honda,gas,std,two,hatchback,fwd,front,'\'(92.15-95.2]\'','\'(-inf-168.75]\'','\'(-inf-64.3]\'','\'(52.45-54.85]\'','\'(-inf-2216.5]\'',ohc,four,'\'(85-105.5]\'',1bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(-inf-8497]\'',1
'\'(96.5-116.5]\'',nissan,gas,std,four,wagon,fwd,front,'\'(92.15-95.2]\'','\'(169.05-172.8]\'','\'(-inf-64.3]\'','\'(52.45-54.85]\'','\'(-inf-2216.5]\'',ohc,four,'\'(85-105.5]\'',2bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(30.5-inf)\'','\'(29.5-inf)\'','\'(-inf-8497]\'',1
'\'(96.5-116.5]\'',honda,gas,std,two,sedan,fwd,front,'\'(95.5-97.25]\'','\'(169.05-172.8]\'','\'(64.3-66.75]\'','\'(50.35-52.45]\'','\'(2216.5-inf)\'',ohc,four,'\'(105.5-inf)\'',2bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(8497-inf)\'',1
'\'(139.5-inf)\'',dodge,gas,turbo,?,sedan,fwd,front,'\'(92.15-95.2]\'','\'(-inf-168.75]\'','\'(-inf-64.3]\'','\'(50.35-52.45]\'','\'(-inf-2216.5]\'',ohc,four,'\'(85-105.5]\'',mpfi,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(8497-inf)\'',1
'\'(96.5-116.5]\'',subaru,gas,std,four,sedan,fwd,front,'\'(95.5-97.25]\'','\'(169.05-172.8]\'','\'(64.3-66.75]\'','\'(52.45-54.85]\'','\'(-inf-2216.5]\'',ohcf,four,'\'(105.5-inf)\'',2bbl,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(-inf-8497]\'',0
'\'(75.5-92]\'',chevrolet,gas,std,four,sedan,fwd,front,'\'(92.15-95.2]\'','\'(-inf-168.75]\'','\'(-inf-64.3]\'','\'(50.35-52.45]\'','\'(-inf-2216.5]\'',ohc,four,'\'(85-105.5]\'',2bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(30.5-inf)\'','\'(29.5-inf)\'','\'(-inf-8497]\'',0
?,renault,gas,std,four,wagon,fwd,front,'\'(95.5-97.25]\'','\'(179.35-187.65]\'','\'(64.3-66.75]\'','\'(54.85-55.55]\'','\'(2216.5-inf)\'',ohc,four,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'',?,?,'\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(8497-inf)\'',0
'\'(96.5-116.5]\'',nissan,gas,std,four,sedan,fwd,front,'\'(100.1-inf)\'','\'(179.35-187.65]\'','\'(64.3-66.75]\'','\'(54.85-55.55]\'','\'(2216.5-inf)\'',ohcv,six,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',0
'\'(139.5-inf)\'',peugot,gas,turbo,four,sedan,rwd,front,'\'(100.1-inf)\'','\'(179.35-187.65]\'','\'(66.75-inf)\'','\'(55.55-56.15]\'','\'(2216.5-inf)\'',l,four,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',0
'\'(75.5-92]\'',toyota,gas,std,four,wagon,fwd,front,'\'(95.5-97.25]\'','\'(169.05-172.8]\'','\'(-inf-64.3]\'','\'(56.25-inf)\'','\'(2216.5-inf)\'',ohc,four,'\'(85-105.5]\'',2bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(30.5-inf)\'','\'(29.5-inf)\'','\'(-inf-8497]\'',0
'\'(139.5-inf)\'',peugot,diesel,turbo,four,sedan,rwd,front,'\'(100.1-inf)\'','\'(179.35-187.65]\'','\'(66.75-inf)\'','\'(56.25-inf)\'','\'(2216.5-inf)\'',l,four,'\'(105.5-inf)\'',idi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(8497-inf)\'',0
'\'(-inf-75.5]\'',volvo,gas,std,four,wagon,rwd,front,'\'(100.1-inf)\'','\'(187.65-188.9]\'','\'(66.75-inf)\'','\'(56.25-inf)\'','\'(2216.5-inf)\'',ohc,four,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',-1
'\'(-inf-75.5]\'',toyota,gas,std,four,hatchback,fwd,front,'\'(100.1-inf)\'','\'(175.5-175.65]\'','\'(64.3-66.75]\'','\'(52.45-54.85]\'','\'(2216.5-inf)\'',ohc,four,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(8497-inf)\'',-1
'\'(116.5-131.5]\'',chevrolet,gas,std,two,hatchback,fwd,front,'\'(-inf-88.5]\'','\'(-inf-168.75]\'','\'(-inf-64.3]\'','\'(52.45-54.85]\'','\'(-inf-2216.5]\'',l,three,'\'(-inf-85]\'',2bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(30.5-inf)\'','\'(29.5-inf)\'','\'(-inf-8497]\'',2
'\'(96.5-116.5]\'',saab,gas,std,four,sedan,fwd,front,'\'(97.25-100.1]\'','\'(179.35-187.65]\'','\'(64.3-66.75]\'','\'(55.55-56.15]\'','\'(2216.5-inf)\'',ohc,four,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',2
'\'(139.5-inf)\'',mitsubishi,gas,std,two,hatchback,fwd,front,'\'(92.15-95.2]\'','\'(-inf-168.75]\'','\'(64.3-66.75]\'','\'(50.35-52.45]\'','\'(-inf-2216.5]\'',ohc,four,'\'(85-105.5]\'',2bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(30.5-inf)\'','\'(29.5-inf)\'','\'(-inf-8497]\'',2
'\'(139.5-inf)\'',mazda,gas,std,two,hatchback,rwd,front,'\'(95.2-95.5]\'','\'(168.75-169.05]\'','\'(64.3-66.75]\'','\'(-inf-50.35]\'','\'(2216.5-inf)\'',rotor,two,'\'(-inf-85]\'',mpfi,?,?,'\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',3
?,mitsubishi,gas,turbo,two,hatchback,fwd,front,'\'(95.5-97.25]\'','\'(172.8-173.3]\'','\'(64.3-66.75]\'','\'(-inf-50.35]\'','\'(2216.5-inf)\'',ohc,four,'\'(105.5-inf)\'',spdi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',3
?,alfa-romero,gas,std,two,convertible,rwd,front,'\'(88.5-92.15]\'','\'(168.75-169.05]\'','\'(-inf-64.3]\'','\'(-inf-50.35]\'','\'(2216.5-inf)\'',dohc,four,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',3
'\'(139.5-inf)\'',toyota,gas,std,two,sedan,rwd,front,'\'(92.15-95.2]\'','\'(-inf-168.75]\'','\'(-inf-64.3]\'','\'(52.45-54.85]\'','\'(2216.5-inf)\'',dohc,four,'\'(85-105.5]\'',mpfi,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',1
'\'(116.5-131.5]\'',plymouth,gas,std,two,hatchback,fwd,front,'\'(92.15-95.2]\'','\'(-inf-168.75]\'','\'(-inf-64.3]\'','\'(50.35-52.45]\'','\'(-inf-2216.5]\'',ohc,four,'\'(85-105.5]\'',2bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(30.5-inf)\'','\'(29.5-inf)\'','\'(-inf-8497]\'',1
'\'(116.5-131.5]\'',plymouth,gas,turbo,two,hatchback,fwd,front,'\'(92.15-95.2]\'','\'(-inf-168.75]\'','\'(-inf-64.3]\'','\'(50.35-52.45]\'','\'(-inf-2216.5]\'',ohc,four,'\'(85-105.5]\'',spdi,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(-inf-8497]\'',1
'\'(139.5-inf)\'',plymouth,gas,std,four,hatchback,fwd,front,'\'(92.15-95.2]\'','\'(-inf-168.75]\'','\'(-inf-64.3]\'','\'(50.35-52.45]\'','\'(-inf-2216.5]\'',ohc,four,'\'(85-105.5]\'',2bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(30.5-inf)\'','\'(29.5-inf)\'','\'(-inf-8497]\'',1
'\'(116.5-131.5]\'',nissan,gas,std,two,sedan,fwd,front,'\'(92.15-95.2]\'','\'(-inf-168.75]\'','\'(-inf-64.3]\'','\'(52.45-54.85]\'','\'(-inf-2216.5]\'',ohc,four,'\'(85-105.5]\'',2bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(30.5-inf)\'','\'(29.5-inf)\'','\'(-inf-8497]\'',1
'\'(139.5-inf)\'',jaguar,gas,std,four,sedan,rwd,front,'\'(100.1-inf)\'','\'(188.9-inf)\'','\'(66.75-inf)\'','\'(52.45-54.85]\'','\'(2216.5-inf)\'',dohc,six,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',0
'\'(96.5-116.5]\'',honda,gas,std,two,hatchback,fwd,front,'\'(95.5-97.25]\'','\'(-inf-168.75]\'','\'(64.3-66.75]\'','\'(52.45-54.85]\'','\'(2216.5-inf)\'',ohc,four,'\'(105.5-inf)\'',1bbl,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(-inf-30.5]\'','\'(29.5-inf)\'','\'(-inf-8497]\'',0
?,bmw,gas,std,two,sedan,rwd,front,'\'(100.1-inf)\'','\'(188.9-inf)\'','\'(66.75-inf)\'','\'(52.45-54.85]\'','\'(2216.5-inf)\'',ohc,six,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',0
'\'(139.5-inf)\'',peugot,gas,std,four,sedan,rwd,front,'\'(100.1-inf)\'','\'(179.35-187.65]\'','\'(66.75-inf)\'','\'(56.25-inf)\'','\'(2216.5-inf)\'',l,four,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',0
?,volkswagen,diesel,turbo,four,sedan,fwd,front,'\'(100.1-inf)\'','\'(179.35-187.65]\'','\'(66.75-inf)\'','\'(54.85-55.55]\'','\'(2216.5-inf)\'',ohc,four,'\'(85-105.5]\'',idi,'\'(-inf-3.255]\'','\'All\'','\'All\'','\'(-inf-87]\'','\'All\'','\'(30.5-inf)\'','\'(29.5-inf)\'','\'(8497-inf)\'',0
?,jaguar,gas,std,two,sedan,rwd,front,'\'(100.1-inf)\'','\'(188.9-inf)\'','\'(66.75-inf)\'','\'(-inf-50.35]\'','\'(2216.5-inf)\'',ohcv,twelve,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',0
?,bmw,gas,std,four,sedan,rwd,front,'\'(100.1-inf)\'','\'(188.9-inf)\'','\'(66.75-inf)\'','\'(55.55-56.15]\'','\'(2216.5-inf)\'',ohc,six,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',0
'\'(92-96.5]\'',mercedes-benz,diesel,turbo,four,sedan,rwd,front,'\'(100.1-inf)\'','\'(188.9-inf)\'','\'(66.75-inf)\'','\'(56.25-inf)\'','\'(2216.5-inf)\'',ohc,five,'\'(105.5-inf)\'',idi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',-1
'\'(-inf-75.5]\'',volvo,gas,std,four,wagon,rwd,front,'\'(100.1-inf)\'','\'(187.65-188.9]\'','\'(66.75-inf)\'','\'(56.25-inf)\'','\'(2216.5-inf)\'',ohc,four,'\'(105.5-inf)\'',mpfi,'\'(3.255-inf)\'','\'All\'','\'All\'','\'(87-inf)\'','\'All\'','\'(-inf-30.5]\'','\'(-inf-29.5]\'','\'(8497-inf)\'',-1
